"","EEG.Anlagenschluessel","Hersteller.der.Windenergieanlage","Typenbezeichnung","Leistung","Inbetriebnahmedatum.der.Einheit","Gemeindeschluessel","Koordinate..Breitengrad..WGS84.","Koordinate..Laengengrad..WGS84.","Nabenhoehe.der.Windenergieanlage","Rotordurchmesser.der.Windenergieanlage"
"1395","E30254010000000000005230790301752","Fuhrländer AG","FL MD77","1500 ","22.12.2005",7316000,"49,386136","8,270259","100","77"
"1396","E30254010000000000005230790306701","Fuhrländer AG","FL MD77","1500 ","22.12.2005",7316000,"49,381927","8,268697","100","77"
"1397","E31102010000000000001274444100001","Nordex SE","Nordex N29"," 250","27.09.1995",7143291,"50,67083","8,05378","50","29"
"1398","E31238010000000000000016959918840","ENERCON GmbH","E82 - 2,3 MW","2300 ","26.09.2011",7211000,"49,9","6,3","108","82"
"1399","E31102010000000000002000249400001","ENERCON GmbH","E-70 E4","2000 ","13.06.2006",7143025,"50,615968","7,765482","113","70"
"1400","E31102010000000000002000249400002","ENERCON GmbH","E-70 E4","2000 ","01.09.2006",7143025,"50,610827","7,772412","113","70"
"1401","E31102010000000000002000249400003","ENERCON GmbH","E-70 E4","2000 ","01.09.2006",7143025,"50,612453","7,770576","113","70"
"1402","E31102010000000000002000249400004","ENERCON GmbH","E-70 E4","2000 ","25.09.2006",7143025,"50,61453","7,768996","113","70"
"1403","E31102010000000000002000249400006","ENERCON GmbH","E-70 E4","2000 ","14.08.2006",7143241,"50,616703","7,761902","114","70"
"1404","E31102010000000000002000249400007","ENERCON GmbH","E-70 E4","2000 ","01.09.2006",7143268,"50,606557","7,759739","113","70"
"1405","E31102010000000000002000249400008","ENERCON GmbH","E-70 E4","2000 ","06.07.2006",7143268,"50,611068","7,764593","113","70"
"1406","E31102010000000000002000249400009","ENERCON GmbH","E-70 E4","2000 ","01.09.2006",7143268,"50,612847","7,761127","113","70"
"1407","E31102010000000000002000249400010","ENERCON GmbH","E-70 E4","2000 ","01.09.2006",7143029,"50,603013","7,762049","113","70"
"1408","E31102010000000000002000249400011","ENERCON GmbH","E-70 E4","2000 ","01.09.2006",7143268,"50,609029","7,76565","113","70"
"1409","E31102010000000000002000249400012","ENERCON GmbH","E-70 E4","2000 ","01.09.2006",7143029,"50,606671","7,76711","113","70"
"1410","E31238010000000000000075954028290","ENERCON GmbH","E-70 E4","2300 ","21.11.2006",7140068,"50,052502","7,631231","113","70"
"1411","E31238010000000000000075954046787","ENERCON GmbH","E-82","2000 ","26.10.2006",7140068,"50,054568","7,631102","108","82"
"1412","E31238010000000000000075954050979","ENERCON GmbH","E-82","2000 ","01.10.2006",7140068,"50,062963","7,630165","108","82"
"1413","E31238010000000000000075954050980","ENERCON GmbH","E-70 E4","2300 ","08.11.2006",7140068,"50,058745","7,630802","113","70"
"1414","E31238010000000000000075954050981","ENERCON GmbH","E-70 E4","2300 ","15.11.2006",7140068,"50,058745","7,630802","113","70"
"1415","E31238010000000000000075954050982","ENERCON GmbH","E-70 E4","2300 ","25.09.2006",7140068,"50,060677","7,630719","113","70"
"1416","E31238010000000000000075954050983","ENERCON GmbH","E-70 E4","2300 ","30.11.2006",7140068,"50,050615","7,631354","113","70"
"1417","E31238010000000000000075954050985","ENERCON GmbH","E-70 E4","2300 ","22.02.2007",7140068,"50,048736","7,632106","113","70"
"1418","E31238010000000000000075954050986","ENERCON GmbH","E-70 E4","2300 ","01.03.2007",7140068,"50,046978","7,633203","113","70"
"1419","E31238010000000000000075954050987","ENERCON GmbH","E-70 E4","2300 ","12.03.2007",7140085,"50,045461","7,634935","113","70"
"1420","E32954010000000000011100S00000001","ENERCON GmbH","E101","3050 ","29.06.2016",7339004,"49,824745","7,987538","135.4","101"
"1421","E31238010000000000000001128806256","Vestas Deutschland GmbH","V112 3.0 Gridstreamer","3000 ","29.12.2014",7134058,"49,676955","7,186357","119","112"
"1422","E31495010000000000060208043100000","ENERCON GmbH","ENERCON-40 E2 6.44"," 600","15.03.2002",7141117,"50,236944","7,945","65","44"
"1423","E30254010000000000005230797501801","Fuhrländer AG","FL MD77","1500 ","17.01.2006",7334028,"49,266912","8,355917","100","77"
"1424","E30254010000000000005230797501802","Fuhrländer AG","FL MD77","1500 ","31.01.2006",7334028,"49,268489","8,362973","100","77"
"1425","E30254010000000000005230797501803","Fuhrländer AG","FL MD77","1500 ","23.12.2005",7334028,"49,265038","8,348838","100","77"
"1426","E32954010200000000001600120811226","Fuhrländer AG","Fuhrländer WP3100","1500 ","01.02.2006",7319000,"49,655136","8,29008","85","77"
"1427","E32954010200000000003625100711224","GE Wind Energy GmbH","GE 1,5 sl","1500 ","29.12.2005",7339060,"49,826631","8,203827","85","77"
"1428","E32954010200000000003625100711224","GE Wind Energy GmbH","GE 1,5 sl","1500 ","28.12.2005",7339060,"49,825906","8,209706","85","77"
"1429","E31238010000000000000066298909657","Nordex Energy GmbH","N 90","2300 ","10.09.2005",7231122,"49,770278","6,952778","100","90"
"1430","E31238010000000000000066298917530","Nordex Energy GmbH","N 90","2300 ","23.09.2005",7231122,"49,768056","6,954722","100","90"
"1431","E30254010000000000005230940402446","Vestas Deutschland GmbH","V90-2.0MW","2000 ","13.04.2006",7338023,"49,293704","8,379747","105","90"
"1432","E32954010200000000003615000111202","Nordex Energy GmbH","N43"," 600","23.06.1999",7133032,"49,759553","7,873831","77.5","43"
"1433","E32954010200000000003615000111203","Nordex Energy GmbH","N43"," 600","22.07.1999",7133032,"49,759301","7,871033","77.5","43"
"1434","E32954010200000000003615000111214","Nordex Energy GmbH","N43"," 600","01.07.2001",7133032,"49,757093","7,872361","77.5","43"
"1435","E30254010000000000005230788101705","ENERCON GmbH","E-40/6.44"," 600","11.07.2001",7133003,"49,768817","7,796151","65","44"
"1436","E31238010000000000000047990301233","Fuhrländer AG","FL MD 77","1500 ","28.12.2003",7232201,"50,112961","6,304454","100","77"
"1437","E31238010000000000000047990318671","Fuhrländer AG","FL MD 77","1500 ","31.12.2003",7232201,"50,111736","6,307201","100","77"
"1438","E32954010200000000003618000112857","Fuhrländer AG","FL1000","1000 ","23.12.1998",7331031,"49,739803","8,203067","70","54"
"1439","E31238010000000000000029306073247","ENERCON GmbH","E82","2300 ","24.07.2013",7233237,"50,37029","6,418413","108","82"
"1440","E31238010000030212000001165323318","ENERCON GmbH","E82","2300 ","14.12.2011",7233214,"50,317889","6,415537","138","82"
"1441","E31238010000030212000001165323316","ENERCON GmbH","E82","2300 ","30.03.2011",7233214,"50,322878","6,418151","138","82"
"1442","E31238010000000000000021070199050","ENERCON GmbH","E-101","3050 ","28.01.2015",7339040,"49,995659","7,736503","135","101"
"1443","E33021010000000000000033739601769","Vestas Deutschland GmbH","V-90/2MW","2000 ","11.04.2008",7134029,"49,5907","7,203511","105","90"
"1444","E33021010000000000000033739602141","Vestas Deutschland GmbH","V-90/2MW","2000 ","09.04.2008",7134029,"49,588075","7,207942","105","90"
"1445","","NEG Micon Deutschland GmbH","NEC Micon NM 600/48"," 600","01.06.1999",7232307,"50,148047","6,489332","60","48"
"1446","E30254010000000000005231819007704","ENERCON GmbH","E82","2000 ","08.07.2008",7340055,"49,192571","7,354011","138","82"
"1447","E30254010000000000005231819007703","ENERCON GmbH","E82","2000 ","16.07.2008",7340055,"49,185654","7,353584","138","82"
"1448","","Nordex SE","N 29"," 250","02.08.1996",7143060,"50,52106","7,85787","50","29"
"1449","E31238010000000000000027714787105","VENSYS Energy AG","Vensys 100","2500 ","12.12.2012",7235037,"49,424277","6,42083","100","100"
"1450","E30254010000000000005231819006705","ENERCON GmbH","E48"," 800","07.08.2007",7340016,"49,192571","7,354011","75.8","48"
"1451","E30254010000000000005231819004016","ENERCON GmbH","E48"," 800","09.08.2007",7340016,"49,192646","7,353584","75.8","48"
"1452","E31238010000000000000000617332517","Vestas Deutschland GmbH","V90","2000 ","30.07.2007",7140111,"49,57379","7,215399","105","90"
"1453","E31238010000000000000000617332516","Vestas Deutschland GmbH","V90","2000 ","07.08.2007",7140111,"49,573671","7,22213","105","90"
"1454","E31238010000000000000000617339031","Vestas Deutschland GmbH","V90","2000 ","09.08.2007",7140111,"49,573032","7,222754","105","90"
"1455","E30254010000000000005232123306711","ENERCON GmbH","E82","2000 ","28.12.2007",7340015,"49,174153","7,372911","108","82"
"1456","E30254010000000000005232123306712","ENERCON GmbH","E82","2000 ","27.12.2007",7340015,"49,174659","7,375159","108","82"
"1457","E30254010000000000005232123306713","ENERCON GmbH","E82","2000 ","30.01.2008",7340015,"49,173073","7,373579","108","82"
"1458","E30254010000000000005231821504019","ENERCON GmbH","E48"," 800","13.07.2007",7336021,"49,341545","7,292918","75.8","48"
"1459","E30254010000000000005234767337518","ENERCON GmbH","E70","2000 ","03.08.2007",7336021,"49,343243","7,293455","65","70"
"1460","","ENERCON GmbH","E44"," 600","27.09.2001",7135023,"50,251173","7,18605","78","44"
"1461","","Fuhrländer AG","FL 100"," 100","02.11.2006",7111000,"50,388809","7,571999","34","21"
"1462","E31102010000000000002003157600001","GE Wind Energy GmbH","GE 2.5-120, 2,53 MW, 139 m Nh","2530 ","21.03.2016",7143242,"50,628907","8,008926","139","120"
"1463","E31102010000000000002003157600002","GE Wind Energy GmbH","GE 2.5-120, 2,53 MW, 139 m Nh","2530 ","15.03.2016",7143242,"50,628485","8,016412","139","120"
"1464","E31102010000000000002003157600003","GE Wind Energy GmbH","GE 2.5-120, 2,53 MW, 139 m Nh","2530 ","10.03.2016",7143242,"50,628856","8,001931","139","120"
"1465","E31102010000000000002011282000002","GE Wind Energy GmbH","GE 3.2-130, 3,23 MW, 134 m Nh","3230 ","27.03.2018",7143242,"50,628856","8,001931","134","130"
"1466","E31102010000000000002011282000001","GE Wind Energy GmbH","GE 3.2-130, 3,23 MW, 134 m Nh","3230 ","27.03.2018",7143242,"50,625571","8,008841","134","130"
"1467","E31238010000000000000016892432529","ENERCON GmbH","E 82","2300 ","23.11.2011",7232059,"49,926379","6,309587","","82"
"1468","","Vestas Deutschland GmbH","V 112","3000 ","",7134022,"49,677888","7,180012","119","112"
"1469","E31238010000000000000016892437942","ENERCON GmbH","E 82","2300 ","27.10.2011",7232095,"49,927373","6,314148","","82"
"1470","E31238010000000000000016892437943","ENERCON GmbH","E 82","2300 ","13.10.2011",7232095,"49,928386","6,318792","","82"
"1471","E31238010000000000000016892437944","ENERCON GmbH","E 82","2300 ","01.12.2011",7232059,"49,923172","6,308453","","82"
"1472","E31238010000000000000016892437945","ENERCON GmbH","E 82","2300 ","23.11.2011",7232095,"49,924462","6,313544","","82"
"1473","E31238010000000000000016892437946","ENERCON GmbH","E 82","2300 ","23.11.2011",7232095,"49,923492","6,316587","","82"
"1474","E31238010000000000000016892437947","ENERCON GmbH","E 82","2300 ","07.10.2011",7232095,"49,919001","6,308106","","82"
"1475","E31238010000000000000016892437948","ENERCON GmbH","E 82","2300 ","17.02.2012",7232054,"49,924053","6,321688","","82"
"1476","E31238010000000000000016892437949","ENERCON GmbH","E 82","2300 ","24.02.2012",7232054,"49,918642","6,311543","","82"
"1477","E31238010000000000000016892437950","ENERCON GmbH","E 82","2300 ","10.02.2012",7232054,"49,914552","6,304471","","82"
"1478","E31238010000000000000016892437952","ENERCON GmbH","E 82","2300 ","29.12.2011",7232095,"49,931586","6,337839","","82"
"1479","E31238010000000000000016892437953","ENERCON GmbH","E 82","2300 ","26.09.2011",7232095,"49,928341","6,331368","","82"
"1480","E31238010000000000000016892437951","ENERCON GmbH","E 82","2300 ","30.12.2011",7232095,"49,92814","6,335601","","82"
"1481","","","","3500 ","31.05.2016",7140031,"50,11309","7,543044","",""
"1482","","","","3667 ","27.07.2016",7140031,"50,116333","7,543589","",""
"1483","","","","3667 ","15.02.2018",7140031,"50,109876","7,542708","",""
"1484","","","","3474 ","22.02.2018",7140031,"50,106971","7,529782","",""
"1485","E31238010000030212000002108801238","Fuhrländer AG","FL 1000","1000 ","01.12.2000",7233215,"50,239314","7,046343","82","54"
"1486","E31238010000030212000002108818056","Fuhrländer AG","FL 1000","1000 ","01.12.2000",7233215,"50,239794","7,044793","82","54"
"1487","E30254010000000000005230787601693","Vestas Deutschland GmbH","V66","1650 ","25.07.2001",7340053,"49,155613","7,575723","67","66"
"1488","","ENERCON GmbH","E-101","3050 ","",7140075,"50,175197","7,599469","149","101"
"1489","E3123801V000000000000027432568493","Kenersys Europe GmbH","K110","2400 ","04.12.2012",7331030,"49,736282","5,432516","145","109"
"1490","","ENERCON GmbH","E-101","3050 ","",7140075,"50,171838","7,601317","149","101"
"1491","","ENERCON GmbH","E-101","3050 ","",7140075,"50,168562","7,600433","149","101"
"1492","","ENERCON GmbH","ENERCON-40/6.44"," 600","01.08.2002",7235137,"49,776132","6,563112","77.65","44"
"1493","E31238010000000000000046621201359","ENERCON GmbH","ENERCON-58/10.58","1000 ","19.12.2002",7235137,"49,777852","6,566256","70.5","58.6"
"1494","E32954010200000000003616500511201","Nordex Energy GmbH","Nordex N43 600 KW"," 600","19.03.1999",7331011,"49,73366","8,19942","77.5","43"
"1495","","Nordex Energy GmbH","Nordex N43 600 KW"," 600","25.03.1999",7331015,"49,73845","8,20876","77.5","43"
"1496","E31238010000000000000004872343798","Vestas Deutschland GmbH","Vestas V90","2000 ","23.07.2008",7135075,"50,2525","7,2475","105","90"
"1497","","ENERCON GmbH","E44"," 600","04.10.2001",7135033,"50,251173","7,18605","78","44"
"1498","","ENERCON GmbH","E44"," 600","08.10.2001",7135033,"50,251173","7,18605","78","44"
"1499","E30254010000000000005230797401809","DeWind GmbH","DeWind D6/64","1250 ","28.03.2003",7335003,"49","7","91.5","64"
"1500","E30254010000000000005230797401810","DeWind GmbH","DeWind D6/64","1250 ","25.03.2003",7335003,"49","7","91.5","64"
"1501","E30254010000000000005230797401811","DeWind GmbH","DeWind D6/64","1250 ","19.03.2003",7335003,"49","7","68","64"
"1502","E30254010000000000005230797401812","DeWind GmbH","DeWind D6/64","1250 ","31.03.2003",7335003,"49","7","68","64"
"1503","E30254010000000000005230797405750","DeWind GmbH","DeWind D6/64","1250 ","31.03.2003",7335003,"49","7","91.5","64"
"1504","E30873010003403410000000S00100002","Vestas Deutschland GmbH","V-80","2000 ","29.12.2002",7338013,"49,581253","8,29175","100","80"
"1505","E32954010200000000003619600114530","ENERCON GmbH","E53"," 800","17.10.2010",7339034,"49,885472","8,30175","73","53"
"1506","E32954010200000000003619600114531","ENERCON GmbH","E53"," 800","19.10.2010",7339034,"49,884111","8,305416","73","53"
"1507","E32954010000000000003615500200001","ENERCON GmbH","E115","3000 ","11.12.2015",7331031,"49,730275","8,170978","149","115"
"1508","","ENERCON GmbH","E44"," 600","21.09.2001",7135033,"50,25115","7,18604","78","44"
"1509","E31495010000000000060208047600000","ENERCON GmbH","E 40-6.44"," 600","15.04.2002",7141038,"50,395581","7,9332","78","44"
"1510","E31495010000000000060358941300000","Lely Aircon B.V. Niederlassung Leer","LA 30"," ","13.12.2017",7141092,"","","42",""
"1511","","ENERCON GmbH","E40"," 500","10.06.1997",7232048,"50,059996","6,476662","65","40.3"
"1512","E31238010000000000000043202822365","GE Renewable Germany GmbH","GE 1,5","1500 ","02.07.2002",7140145,"49,953811","7,37215","85","77"
"1513","E31238010000020170000009529227090","Südwind Borsig Energy GmbH","S70","1500 ","21.12.2001",7232022,"50,059996","6,476662","85","70"
"1514","E31238010000000000000005336042487","Südwind Borsig Energy GmbH","S 70","1500 ","13.01.2004",7232223,"50,059996","6,476662","85","70"
"1515","E31238010000000000000005336042487","Südwind Borsig Energy GmbH","S 70","1500 ","28.12.2003",7232305,"50,059996","6,476663","85","70"
"1516","E31238001000001021200000017791804","Südwind Borsig Energy GmbH","S 70","1500 ","01.04.2001",7233010,"50,059996","6,476662","85","70"
"1517","E31238010000010212000000177909116","Südwind Borsig Energy GmbH","S 70","1500 ","01.05.2001",7233010,"50,059996","6,47666","85","70"
"1518","E31238010000000000000043202822366","GE Renewable Germany GmbH","GE 1,5","1500 ","04.07.2002",7140145,"49,955302","7,370707","85","77"
"1519","E31238010000000000000043202822367","GE Renewable Germany GmbH","GE 1,5","1500 ","10.07.2002",7140145,"49,957166","7,368819","85","77"
"1520","","Enron Wind GmbH","GE 1,5sl","1500 ","09.07.2002",7233075,"50,245386","6,780119","85","77"
"1521","E31238010000000000000043202822368","GE Renewable Germany GmbH","GE 1,5","1500 ","28.06.2002",7140145,"49,95778","7,365311","85","77"
"1522","E31238010000000000000043202838857","GE Renewable Germany GmbH","GE 1,5","1500 ","27.06.2002",7140145,"49,955166","7,36306","85","77"
"1523","E31238010000000000000043151618058","Enron Wind GmbH","GE 1,5sl","1500 ","27.06.2002",7233075,"50,238897","6,826161","85","77"
"1524","E32954010000000000003616703100002","ENERCON GmbH","Enercon  E101","3050 ","25.11.2014",7339024,"49,792433","8,318269","135.4","101"
"1525","E32954010000000000003616703100001","ENERCON GmbH","Enercon  E101","3050 ","14.11.2014",7339024,"49,788689","8,315234","135.4","101"
"1526","E31280110000000000000000174201515","DeWind GmbH","D6","1250 ","21.12.2002",7134033,"49,566232","7,213383","91.5","62"
"1527","E31280100000000000000000174201515","DeWind GmbH","D6","1250 ","21.12.2002",7134033,"49,567652","7,21169","91.5","62"
"1528","E31238010000000000000050236400025","Vestas Deutschland GmbH","V80","2000 ","15.07.2003",7233048,"50,26496","6,89335","100","80"
"1529","E31238010000000000000050236418040","Vestas Deutschland GmbH","V80","2000 ","07.08.2003",7233003,"50,264332","6,901234","100","80"
