gemeinde,vg,kreis,datum,nennleist,nabenhoehe,rotor,gesamthoeh,bemerkung,planstd,gem_neu,xcoord,ycoord
Heckhuscheid,Prüm,Eifelkreis Bitburg-Prüm,2003/10/09,"2300",90.00,82.00,131.00,,am Netz,"723206236",302879.390705757,5561307.12652992
Heckhuscheid,Prüm,Eifelkreis Bitburg-Prüm,2005/07/11,"2300",93.00,93.00,139.50,,am Netz,"723206236",301062.126506161,5563031.746711
Heckhuscheid,Prüm,Eifelkreis Bitburg-Prüm,2005/07/11,"2300",93.00,93.00,139.50,,am Netz,"723206236",300943.122164343,5563307.78110133
Heckhuscheid,Prüm,Eifelkreis Bitburg-Prüm,2005/07/11,"2300",93.00,93.00,139.50,,am Netz,"723206236",301335.589538878,5563410.08827011
Heckhuscheid,Prüm,Eifelkreis Bitburg-Prüm,2005/07/11,"2300",93.00,93.00,139.50,,am Netz,"723206236",301674.053789273,5563662.7016664
Heckhuscheid,Prüm,Eifelkreis Bitburg-Prüm,2005/07/11,"2300",93.00,93.00,139.50,,am Netz,"723206236",301762.710337403,5563353.85926005
Kleinlangenfeld,Prüm,Eifelkreis Bitburg-Prüm,2001/12/06,"600",65.00,44.00,87.00,,am Netz,"723206250",320592.910954722,5572404.69223227
Kleinlangenfeld,Prüm,Eifelkreis Bitburg-Prüm,2001/12/06,"600",65.00,44.00,87.00,,am Netz,"723206250",320724.224988888,5572732.66575994
Oberlauch,Prüm,Eifelkreis Bitburg-Prüm,2003/06/04,"600",77.70,44.00,99.70,,am Netz,"723206284",315238.003744716,5559693.00435785
Olzheim,Prüm,Eifelkreis Bitburg-Prüm,1998/07/28,"600",70.00,45.80,92.90,,am Netz,"723206288",320062.947216722,5572813.36355557
Olzheim,Prüm,Eifelkreis Bitburg-Prüm,1998/07/28,"600",70.00,45.80,92.90,,am Netz,"723206288",319872.846317533,5572764.98107883
Olzheim,Prüm,Eifelkreis Bitburg-Prüm,2003/02/10,"1500",100.00,77.00,138.50,,am Netz,"723206288",320566.610900769,5572919.16284685
Orlenbach,Prüm,Eifelkreis Bitburg-Prüm,1999/09/01,"300",65.00,44.00,87.00,,am Netz,"723206290",313661.536787291,5559090.7238584
Pittenbach,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",105.00,90.00,150.00,,am Netz,"723206292",309351.944550321,5562448.84255426
Pittenbach,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",105.00,90.00,150.00,,am Netz,"723206292",309382.76253219,5562766.87529509
Pronsfeld,Prüm,Eifelkreis Bitburg-Prüm,2003/09/28,"1800",98.00,70.00,133.00,,am Netz,"723206295",309130.030135714,5561406.08360471
Pronsfeld,Prüm,Eifelkreis Bitburg-Prüm,2003/07/28,"1800",98.00,70.00,133.00,,am Netz,"723206295",309062.321932626,5561171.39521745
Pronsfeld,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",105.00,90.00,150.00,,am Netz,"723206295",308946.468354337,5562047.80540263
Pronsfeld,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",105.00,90.00,150.00,,am Netz,"723206295",308995.511301825,5562520.23833535
Pronsfeld,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",105.00,90.00,150.00,,am Netz,"723206295",309102.968178936,5562902.24418775
Pronsfeld,Prüm,Eifelkreis Bitburg-Prüm,2008/09/02,"2000",138.00,82.00,179.00,,am Netz,"723206295",309307.735938244,5561648.93579725
Rommersheim,Prüm,Eifelkreis Bitburg-Prüm,2000/12/14,"1800",98.00,70.00,133.00,,am Netz,"723206300",319794.433447007,5565155.02925584
Rommersheim,Prüm,Eifelkreis Bitburg-Prüm,2000/12/14,"1000",70.00,58.60,99.80,,am Netz,"723206300",319714.597064632,5565370.07332318
Rommersheim,Prüm,Eifelkreis Bitburg-Prüm,2003/02/06,"1500",100.00,77.00,138.50,,am Netz,"723206300",320063.326472516,5565122.1842129
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2003/01/01,"1800",98.00,70.00,133.00,,am Netz,"723206302",315920.10279497,5577790.32471568
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2004/01/01,"1800",98.00,70.00,133.00,,am Netz,"723206302",315871.904727546,5577563.07929949
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2004/02/05,"1500",85.00,77.00,123.00,,am Netz,"723206302",315782.078431002,5577271.45810162
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2004/03/09,"2000",113.00,71.00,149.00,,am Netz,"723206302",312363.197297543,5576228.34944114
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2003/09/30,"1500",85.00,77.00,123.50,,am Netz,"723206302",316148.971787371,5577459.8283595
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2004/02/05,"1500",85.00,77.00,123.00,,am Netz,"723206302",313684.452744527,5577671.32324484
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2004/02/05,"1500",85.00,77.00,123.00,,am Netz,"723206302",314195.643278534,5577516.59305184
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2004/02/05,"1500",85.00,77.00,123.00,,am Netz,"723206302",314457.089493353,5577547.08243782
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2004/02/05,"1500",85.00,77.00,123.00,,am Netz,"723206302",314718.552069071,5577627.61273515
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2003/08/11,"2000",113.00,71.00,149.00,,am Netz,"723206302",312155.732925765,5576643.05950129
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2003/08/11,"2000",113.00,71.00,149.00,,am Netz,"723206302",312408.413366388,5576505.7620193
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2003/08/11,"2000",113.00,71.00,149.00,,am Netz,"723206302",312685.413509783,5576425.53313477
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2004/02/16,"1500",100.00,77.00,138.50,,am Netz,"723206302",315686.70049909,5576991.0696404
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2004/05/14,"1500",85.00,77.00,123.00,,am Netz,"723206302",314976.524708812,5577671.25276068
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2003/08/11,"2000",113.00,71.00,149.00,,am Netz,"723206302",312139.123090106,5576330.46417576
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2004/05/18,"1500",85.00,77.00,123.00,,am Netz,"723206302",313839.496959849,5577445.8861799
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2011/10/06,"2300",138.00,82.00,179.00,,am Netz,"723206302",316524.920990177,5577634.91466945
Roth bei Prüm,Prüm,Eifelkreis Bitburg-Prüm,2011/03/30,"2300",138.00,82.00,179.00,,am Netz,"723206302",316274.994493367,5577705.95264153
Schwirzheim,Prüm,Eifelkreis Bitburg-Prüm,2003/01/01,"1800",86.00,70.00,121.00,,am Netz,"723206305",323067.9167981,5565897.90162433
Schwirzheim,Prüm,Eifelkreis Bitburg-Prüm,2003/01/01,"1800",98.00,70.00,133.00,,am Netz,"723206305",323829.561877916,5566172.46667591
Schwirzheim,Prüm,Eifelkreis Bitburg-Prüm,2002/01/01,"1500",85.00,70.00,120.00,,am Netz,"723206305",323102.591684837,5565690.34343155
Seiwerath,Prüm,Eifelkreis Bitburg-Prüm,1999/10/29,"600",70.00,48.00,94.00,,am Netz,"723206307",321022.841136989,5557233.31322568
Seiwerath,Prüm,Eifelkreis Bitburg-Prüm,1998/04/20,"600",60.00,48.00,84.00,,am Netz,"723206307",320631.799675777,5558110.72817985
Sellerich,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",105.00,90.00,150.00,,am Netz,"723206308",309609.780418666,5563806.63365838
Sellerich,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",105.00,90.00,150.00,,am Netz,"723206308",310308.632244133,5563738.46468794
Sellerich,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",105.00,90.00,150.00,,am Netz,"723206308",310507.534306144,5563483.24705191
Watzerath,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",105.00,90.00,150.00,,am Netz,"723206320",309605.942720945,5563189.26033026
Watzerath,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",105.00,90.00,150.00,,am Netz,"723206320",309941.339553094,5563540.06949721
Watzerath,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",90.00,38.00,109.00,,am Netz,"723206320",310060.921580713,5563203.97306727
Watzerath,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",90.00,35.00,107.50,,am Netz,"723206320",310273.406891215,5562764.05218264
Watzerath,Prüm,Eifelkreis Bitburg-Prüm,2007/02/20,"2000",85.00,35.00,102.50,,am Netz,"723206320",310063.464369591,5562521.28900404
Wawern,Prüm,Eifelkreis Bitburg-Prüm,2007/04/27,"2000",95.00,90.00,140.00,,am Netz,"723206321",321975.475892524,5556163.31424594
Wawern,Prüm,Eifelkreis Bitburg-Prüm,2007/04/27,"2000",105.00,90.00,150.00,,am Netz,"723206321",321679.771782029,5556099.01261545
Wawern,Prüm,Eifelkreis Bitburg-Prüm,2007/04/27,"2000",105.00,90.00,150.00,,am Netz,"723206321",321363.299067522,5556131.00569529
Wawern,Prüm,Eifelkreis Bitburg-Prüm,2007/04/27,"2000",105.00,90.00,150.00,,am Netz,"723206321",321485.00813389,5555853.00630489
Wawern,Prüm,Eifelkreis Bitburg-Prüm,2007/04/27,"2000",105.00,90.00,150.00,,am Netz,"723206321",321104.014789391,5555709.01616634
Wawern,Prüm,Eifelkreis Bitburg-Prüm,2007/04/27,"2000",105.00,90.00,150.00,,am Netz,"723206321",321003.23767737,5556007.03367432
Wawern,Prüm,Eifelkreis Bitburg-Prüm,2008/12/22,"2000",105.00,90.00,150.00,,am Netz,"723206321",320660.162202511,5555904.83426192
Weinsheim,Prüm,Eifelkreis Bitburg-Prüm,1998/04/22,"500",65.00,40.00,85.00,,am Netz,"723206226",318968.767698509,5566720.51191788
Weinsheim,Prüm,Eifelkreis Bitburg-Prüm,1998/04/22,"500",65.00,40.30,85.15,,am Netz,"723206226",318694.97621961,5566532.37792221
Weinsheim,Prüm,Eifelkreis Bitburg-Prüm,2000/12/14,"1000",70.00,58.00,99.00,,am Netz,"723206226",320436.825292984,5565723.6370232
Winringen,Prüm,Eifelkreis Bitburg-Prüm,1998/01/30,"600",65.00,44.00,87.00,,am Netz,"723206327",315298.037749736,5557883.00770043
Winringen,Prüm,Eifelkreis Bitburg-Prüm,1998/01/30,"500",65.00,40.00,85.00,,am Netz,"723206327",314943.003282868,5557746.98646166
Winringen,Prüm,Eifelkreis Bitburg-Prüm,1998/01/30,"1500",100.00,77.00,138.50,,am Netz,"723206327",314973.320125486,5557454.76064957
Winringen,Prüm,Eifelkreis Bitburg-Prüm,1998/01/30,"500",65.00,40.00,85.00,,am Netz,"723206327",314847.888756496,5557881.03229311
Winterspelt,Prüm,Eifelkreis Bitburg-Prüm,2006/10/13,"2000",100.00,87.00,143.50,,am Netz,"723206329",300912.024650906,5563963.03468555
Winterspelt,Prüm,Eifelkreis Bitburg-Prüm,2006/10/13,"2000",100.00,87.00,143.50,,am Netz,"723206329",301085.036679428,5563675.4039127
Winterspelt,Prüm,Eifelkreis Bitburg-Prüm,2006/10/20,"2000",80.00,80.00,120.00,,am Netz,"723206329",303432.996458507,5563596.99779168
Winterspelt,Prüm,Eifelkreis Bitburg-Prüm,2006/10/20,"2000",100.00,80.00,140.00,,am Netz,"723206329",303105.979121674,5563086.0206686
Winterspelt,Prüm,Eifelkreis Bitburg-Prüm,2006/10/20,"2000",100.00,80.00,140.00,,am Netz,"723206329",303086.886683552,5563356.93468555
Winterspelt,Prüm,Eifelkreis Bitburg-Prüm,2006/10/20,"2000",80.00,100.00,130.00,,am Netz,"723206329",302915.10825186,5563544.10906938
Bitburg,Bitburg,Eifelkreis Bitburg-Prüm,2000/11/15,"2500",80.00,80.00,120.00,,am Netz,"723200018",322736.004946354,5541339.02216297
Bitburg,Bitburg,Eifelkreis Bitburg-Prüm,2000/11/15,"2500",80.00,80.00,120.00,,am Netz,"723200018",322653.176979087,5540946.03796515
Bitburg,Bitburg,Eifelkreis Bitburg-Prüm,2000/11/15,"2500",60.00,80.00,100.00,,am Netz,"723200018",322824.342653769,5541694.75598193
Ormont,Gerolstein,Vulkaneifel,1999/09/01,"500",65.00,40.00,85.00,,am Netz,"723306232",317076.157576385,5578413.2452708
Ormont,Gerolstein,Vulkaneifel,2000/02/01,"850",70.00,58.00,99.00,,am Netz,"723306232",317054.444591671,5578619.28945226
Ormont,Gerolstein,Vulkaneifel,2005/08/01,"1500",65.00,70.00,100.00,,am Netz,"723306232",319655,5579541
Ormont,Gerolstein,Vulkaneifel,2005/08/01,"1500",65.00,70.00,100.00,,am Netz,"723306232",319911,5579589
Ormont,Gerolstein,Vulkaneifel,2005/08/01,"1500",65.00,70.00,100.00,,am Netz,"723306232",319654.7201822,5579318.04586256
Ormont,Gerolstein,Vulkaneifel,2005/08/01,"1500",65.00,70.00,100.00,,am Netz,"723306232",319746,5579133
Ormont,Gerolstein,Vulkaneifel,2005/08/01,"1500",65.00,70.00,100.00,,am Netz,"723306232",319526.820243539,5579075.00534396
Ormont,Gerolstein,Vulkaneifel,2005/08/01,"1500",65.00,70.00,100.00,,am Netz,"723306232",319472.868268505,5578854.00162202
Ormont,Gerolstein,Vulkaneifel,2005/08/01,"1500",65.00,70.00,100.00,,am Netz,"723306232",319875.305417049,5579328.16214854
Ormont,Gerolstein,Vulkaneifel,2005/08/01,"1500",65.00,70.00,100.00,,am Netz,"723306232",319435.999883809,5579508.99999858
Ormont,Gerolstein,Vulkaneifel,2005/08/01,"1500",65.00,70.00,100.00,,am Netz,"723306232",319797.838583834,5579764.63664312
Scheid,Gerolstein,Vulkaneifel,2000/04/01,"1000",68.50,62.00,99.50,,am Netz,"723306237",315354.999727784,5581002.99999718
Scheid,Gerolstein,Vulkaneifel,2000/04/01,"1000",68.50,62.00,99.50,,am Netz,"723306237",315560.36740798,5581897.22645044
Scheid,Gerolstein,Vulkaneifel,2000/04/01,"1000",68.50,62.00,99.50,,am Netz,"723306237",315824.881861689,5582574.12089831
Scheid,Gerolstein,Vulkaneifel,2000/04/01,"1000",68.50,62.00,99.50,,am Netz,"723306237",315865.387133373,5582288.25078596
Scheid,Gerolstein,Vulkaneifel,2000/04/01,"1000",68.50,62.00,99.50,,am Netz,"723306237",316401.683407073,5582730.98972923
Scheid,Gerolstein,Vulkaneifel,2000/04/01,"1000",68.50,62.00,99.50,,am Netz,"723306237",316187.385442295,5582876.75232097
Scheid,Gerolstein,Vulkaneifel,2000/04/01,"1000",68.50,62.00,99.50,,am Netz,"723306237",316522,5582577
Scheid,Gerolstein,Vulkaneifel,1999/01/01,"600",70.00,48.00,94.00,,am Netz,"723306237",315127,5581620
Scheid,Gerolstein,Vulkaneifel,1995/06/20,"1000",68.50,62.00,99.50,,am Netz,"723306237",315327.909690642,5581221.03822917
Scheid,Gerolstein,Vulkaneifel,1995/06/20,"1500",68.00,64.00,100.00,,am Netz,"723306237",315127.307378293,5581334.2205111
Scheid,Gerolstein,Vulkaneifel,2012/03/23,"2300",108.38,82.00,149.38,,am Netz,"723306237",316416.999868923,5583008.99999859
Reuth,Gerolstein,Vulkaneifel,2001/08/31,"1500",80.00,70.50,115.25,,am Netz,"723305235",321774.949197388,5573449.91648176
Reuth,Gerolstein,Vulkaneifel,2001/08/31,"1500",80.00,70.50,115.25,,am Netz,"723305235",322431.370286641,5574589.3761484
Reuth,Gerolstein,Vulkaneifel,2001/08/31,"1500",80.00,70.50,115.25,,am Netz,"723305235",322766.371750133,5574831.07078614
Reuth,Gerolstein,Vulkaneifel,2001/08/31,"1500",80.00,70.50,115.25,,am Netz,"723305235",322097.659744522,5574007.35912519
Reuth,Gerolstein,Vulkaneifel,2001/08/31,"1500",80.00,70.50,115.25,,am Netz,"723305235",322462.920567565,5573882.54668
Reuth,Gerolstein,Vulkaneifel,2001/08/31,"1500",80.00,70.50,115.25,,am Netz,"723305235",322625.685718854,5574196.23763305
Reuth,Gerolstein,Vulkaneifel,2001/08/31,"1500",80.00,70.50,115.25,,am Netz,"723305235",322522.625707931,5574370.52696642
Hallschlag,Gerolstein,Vulkaneifel,2001/08/31,"1000",70.00,60.00,100.00,,am Netz,"723306214",317445.999874523,5579710.99999858
Hallschlag,Gerolstein,Vulkaneifel,2001/08/31,"1000",70.00,60.00,100.00,,am Netz,"723306214",317419,5579534
Hallschlag,Gerolstein,Vulkaneifel,2001/08/31,"1000",68.50,62.00,99.50,,am Netz,"723306214",315910,5580902
Hallschlag,Gerolstein,Vulkaneifel,2001/08/31,"1000",68.50,62.00,99.50,,am Netz,"723306214",315336,5580357
Hallschlag,Gerolstein,Vulkaneifel,2001/08/31,"1000",68.50,62.00,99.50,,am Netz,"723306214",315368.999592092,5580636.99999577
Hallschlag,Gerolstein,Vulkaneifel,2001/08/31,"1000",68.50,62.00,99.50,,am Netz,"723306214",316753.999871233,5579284.99999858
Hallschlag,Gerolstein,Vulkaneifel,2003/01/31,"1000",70.00,60.00,100.00,,am Netz,"723306214",317453,5579894
Hallschlag,Gerolstein,Vulkaneifel,1998/07/01,"600",70.00,46.00,93.00,,am Netz,"723306214",317107,5580060
Hallschlag,Gerolstein,Vulkaneifel,1998/07/01,"600",70.00,46.00,93.00,,am Netz,"723306214",317110,5579874
Hallschlag,Gerolstein,Vulkaneifel,2000/04/01,"850",70.00,58.00,99.00,,am Netz,"723306214",317594,5579445
Hallschlag,Gerolstein,Vulkaneifel,2003/02/01,"600",65.00,44.00,87.00,,am Netz,"723306214",317154.999746228,5579736.99999716
Hallschlag,Gerolstein,Vulkaneifel,2003/02/01,"600",65.00,44.00,87.00,,am Netz,"723306214",317300,5580012
Hallschlag,Gerolstein,Vulkaneifel,2003/02/01,"600",65.00,44.00,87.00,,am Netz,"723306214",317778,5579656
Hallschlag,Gerolstein,Vulkaneifel,1997/06/01,"500",65.00,40.00,85.00,,am Netz,"723306214",317201.999873365,5579599.99999858
Hallschlag,Gerolstein,Vulkaneifel,1997/06/01,"500",65.00,40.00,85.00,,am Netz,"723306214",316933.999872062,5579598.99999858
Hallschlag,Gerolstein,Vulkaneifel,2000/10/30,"1500",67.00,66.00,100.00,,am Netz,"723306214",316204,5579353
Hallschlag,Gerolstein,Vulkaneifel,1998/08/10,"500",65.00,40.00,85.00,,am Netz,"723306214",316458,5579547
Hallschlag,Gerolstein,Vulkaneifel,1997/08/20,"500",65.00,40.00,85.00,,am Netz,"723306214",316525,5579407
Hallschlag,Gerolstein,Vulkaneifel,1998/07/31,"500",65.00,40.00,85.00,,am Netz,"723306214",316705.999870843,5580186.99999858
Hallschlag,Gerolstein,Vulkaneifel,1998/07/31,"500",65.00,40.00,85.00,,am Netz,"723306214",316494,5579737
Hallschlag,Gerolstein,Vulkaneifel,2002/11/18,"1000",70.50,58.60,99.80,,am Netz,"723306214",317937.999753778,5579581.99999716
Hallschlag,Gerolstein,Vulkaneifel,2002/11/18,"1000",70.50,58.60,99.80,,am Netz,"723306214",317783.9997522,5579943.99999716
Uersfeld,Kelberg,Vulkaneifel,2001/03/01,"1000",70.00,54.00,97.00,,am Netz,"723304242",356162.321637523,5567929.90212423
Lirstal,Kelberg,Vulkaneifel,2001/04/01,"1500",90.00,70.00,125.00,,am Netz,"723304224",361258.47412524,5568528.15189465
Boxberg,Kelberg,Vulkaneifel,2000/03/10,"1500",85.00,70.00,120.00,,am Netz,"723304010",347954.543077955,5571653.11960323
Boxberg,Kelberg,Vulkaneifel,2000/03/10,"1500",85.00,70.00,120.00,,am Netz,"723304010",347738.921845053,5571617.33734266
Beinhausen,Kelberg,Vulkaneifel,2003/06/28,"2000",100.00,80.00,140.00,,am Netz,"723304003",349854.999968381,5570211.99999894
Beinhausen,Kelberg,Vulkaneifel,2003/06/28,"2000",100.00,80.00,140.00,,am Netz,"723304003",350418.711761928,5570127.88203556
Beinhausen,Kelberg,Vulkaneifel,2003/09/01,"1250",91.50,64.00,123.50,,am Netz,"723304003",350196.961882765,5570134.68588754
Katzwinkel,Kelberg,Vulkaneifel,2003/07/01,"1250",91.50,64.00,123.50,,am Netz,"723304037",350815.2804755,5569291.37470752
Daun,Daun,Vulkaneifel,2002/11/01,"1500",85.00,77.00,123.50,,am Netz,"723301501",341339.003407405,5567751.88129503
Daun,Daun,Vulkaneifel,2002/11/01,"1500",85.00,77.00,123.50,,am Netz,"723301501",341437.250731856,5567571.10164757
Hinterweiler,Daun,Vulkaneifel,2003/03/18,"300",50.00,30.00,65.00,,am Netz,"723301030",341045.789495137,5567549.15484605
Hinterweiler,Daun,Vulkaneifel,2002/02/20,"1500",85.00,77.00,123.50,,am Netz,"723301030",340963.825553459,5567689.41619638
Hinterweiler,Daun,Vulkaneifel,2002/02/20,"1500",85.00,77.00,123.50,,am Netz,"723301030",340839.393658561,5567412.55085312
Mückeln,Daun,Vulkaneifel,2004/10/04,"1000",89.00,58.00,118.00,,am Netz,"723301046",350614.999940506,5550781.99999794
Sarmersbach,Daun,Vulkaneifel,2005/01/25,"2000",100.00,80.00,140.00,,am Netz,"723301061",349697.520564923,5569128.83581345
Sarmersbach,Daun,Vulkaneifel,2005/01/25,"2000",100.00,80.00,140.00,,am Netz,"723301061",350085.608179653,5569235.60547554
Sarmersbach,Daun,Vulkaneifel,2005/01/25,"2000",100.00,80.00,140.00,,am Netz,"723301061",350467.548866419,5569328.40071221
Sarmersbach,Daun,Vulkaneifel,2005/01/25,"2000",100.00,80.00,140.00,,am Netz,"723301061",350265.55705648,5568959.29647488
Sarmersbach,Daun,Vulkaneifel,2005/01/25,"2000",100.00,80.00,140.00,,am Netz,"723301061",349891.027000932,5568778.25999077
Kalenborn-Scheuern,Gerolstein,Vulkaneifel,2002/10/01,"600",65.00,44.00,87.00,,am Netz,"723306036",328816.86207482,5571251.59834383
Kalenborn-Scheuern,Gerolstein,Vulkaneifel,2007/06/20,"800",75.60,48.00,99.60,,am Netz,"723306036",328652.531147535,5571147.13696785
Kalenborn-Scheuern,Gerolstein,Vulkaneifel,2007/05/21,"800",73.25,52.90,99.70,,am Netz,"723306036",328827.777460998,5571000.96931632
Hinzert-Pölert,Hermeskeil,Trier-Saarburg,2002/06/20,"1500",85.00,70.00,120.00,,am Netz,"723501047",348324.954834134,5506656.3500372
Hinzert-Pölert,Hermeskeil,Trier-Saarburg,2002/06/20,"1500",85.00,70.00,120.00,,am Netz,"723501047",348704.198386033,5506406.04639129
Hinzert-Pölert,Hermeskeil,Trier-Saarburg,2002/06/20,"1500",85.00,70.00,120.00,,am Netz,"723501047",348599.844287467,5506799.46227231
Hinzert-Pölert,Hermeskeil,Trier-Saarburg,2002/06/20,"1500",85.00,70.00,120.00,,am Netz,"723501047",348513.338568019,5506512.73586301
Reinsfeld,Hermeskeil,Trier-Saarburg,2001/12/19,"1500",85.00,70.00,120.00,,am Netz,"723501114",349083.250156066,5505671.97772127
Reinsfeld,Hermeskeil,Trier-Saarburg,2001/12/19,"1500",85.00,70.00,120.00,,am Netz,"723501114",349308.05769393,5505756.07771894
Reinsfeld,Hermeskeil,Trier-Saarburg,2001/12/19,"1500",85.00,70.00,120.00,,am Netz,"723501114",349621.979721874,5505363.43798897
Reinsfeld,Hermeskeil,Trier-Saarburg,2001/12/19,"1500",85.00,70.00,120.00,,am Netz,"723501114",349351.02167709,5505402.04831194
Reinsfeld,Hermeskeil,Trier-Saarburg,2002/11/15,"1500",100.00,77.00,138.00,,am Netz,"723501114",347930.262051645,5506469.99432064
Reinsfeld,Hermeskeil,Trier-Saarburg,2002/11/15,"1500",100.00,77.00,138.00,,am Netz,"723501114",348199.073077586,5506297.58731922
Lampaden,Saarburg-Kell,Trier-Saarburg,1999/10/06,"1300",69.00,62.00,100.00,,am Netz,"723508072",332537.024327728,5501895.98604424
Lampaden,Saarburg-Kell,Trier-Saarburg,1999/10/06,"1500",65.00,70.00,100.00,,am Netz,"723508072",332728.244850839,5502706.87984093
Welschbillig,Trier-Land,Trier-Saarburg,1999/08/25,"1300",85.00,60.00,115.00,,am Netz,"723507501",323200.609744635,5524299.17927696
Welschbillig,Trier-Land,Trier-Saarburg,1999/08/25,"1300",85.00,60.00,115.00,,am Netz,"723507501",323371.531046941,5523969.08398881
Welschbillig,Trier-Land,Trier-Saarburg,1999/08/25,"1300",85.00,60.00,115.00,,am Netz,"723507501",322759.375426821,5524326.8597787
Welschbillig,Trier-Land,Trier-Saarburg,1999/08/25,"1300",85.00,60.00,115.00,,am Netz,"723507501",322934.425477142,5524949.33565643
Welschbillig,Trier-Land,Trier-Saarburg,2001/08/06,"1500",85.00,70.00,120.00,,am Netz,"723507501",322695.942323349,5523442.71331606
Welschbillig,Trier-Land,Trier-Saarburg,2005/01/19,"2000",113.00,71.00,148.50,,am Netz,"723507501",323489.819298839,5523699.14197126
Welschbillig,Trier-Land,Trier-Saarburg,2007/01/24,"2000",105.00,92.00,151.00,,am Netz,"723507501",322852.755089527,5524634.36062549
