"","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","leistung_s","indatum_s","eiccode","bnetznr","menge_kwh","lk_nr","lk_name","flh","menge_mwh","vg_nr","vg_name"
"399","E31102010000000000002000249400009","ENERCON GmbH","E-70 E4",2000,"01.09.2006",7143268,"50,612847","7,761127",113,70,714302268,56271,"MÃ¼ndersbach",2000,"2006-06-22","11YR000000018725",10001102,3097219.64,7143,"Westerwald",1548.60982,3097,714302,"Hachenburg"
"400","E31102010000000000002000249400010","ENERCON GmbH","E-70 E4",2000,"01.09.2006",7143029,"50,603013","7,762049",113,70,714307029,56249,"Herschbach",2000,"2006-07-05","11YR000000018725",10001102,2657524.65,7143,"Westerwald",1328.762325,2658,714307,"Selters (Westerwald)"
"401","E31102010000000000002000249400011","ENERCON GmbH","E-70 E4",2000,"01.09.2006",7143268,"50,609029","7,76565",113,70,714302268,56271,"MÃ¼ndersbach",2000,"2006-07-28","11YR000000018725",10001102,2548943.67,7143,"Westerwald",1274.471835,2549,714302,"Hachenburg"
"402","E31102010000000000002000249400012","ENERCON GmbH","E-70 E4",2000,"01.09.2006",7143029,"50,606671","7,76711",113,70,714302268,56271,"MÃ¼ndersbach",2000,"2006-06-19","11YR000000018725",10001102,2848477.61,7143,"Westerwald",1424.238805,2848,714302,"Hachenburg"
"403","E31102010000000000002000578400001","ENERCON GmbH","E70-E4",2000,"13.06.2007",7143226,"50,518535","7,982332",113.5,70,714309226,56459,"Girkenroth",2000,"2007-06-13","11YR000000018725",10001102,3150671.86,7143,"Westerwald",1575.33593,3151,714309,"Westerburg"
"404","E31102010000000000002000578400002","ENERCON GmbH","E70-E4",2000,"21.06.2007",7143226,"50,517748","7,984887",113.5,70,714309226,56459,"Girkenroth",2000,"2007-06-21","11YR000000018725",10001102,3150671.86,7143,"Westerwald",1575.33593,3151,714309,"Westerburg"
"405","E31102010000000000002000578400003","ENERCON GmbH","E-82",2000,"28.08.2009",7143226,"50,519823","7,994022",138,82,714309226,56459,"Girkenroth",2000,"2009-08-28","11YR000000018725",10001102,4140448.28,7143,"Westerwald",2070.22414,4140,714309,"Westerburg"
"406","E31102010000000000002001123800001","ENERCON GmbH","E82",2000,"03.08.2009",7143025,"50,616579","7,757758",138,82,714302241,57629,"HÃ¶chstenbach",2000,"2009-08-03","11YR000000018725",10001102,3893912,7143,"Westerwald",1946.956,3894,714302,"Hachenburg"
"407","E31102010000000000002001466300001","ENERCON GmbH","E-70 E4",2000,"23.12.2010",7143315,"50,656077","8,062267",113,70,714306286,56477,"Rennerod",2000,"2010-12-23","11YR000000018725",10001102,3003503.03,7143,"Westerwald",1501.751515,3004,714306,"Rennerod"
"408","E31102010000000000002001466300002","ENERCON GmbH","E-82",2000,"16.12.2010",7143315,"50,660242","8,060175",108,82,714306286,56477,"Rennerod",2000,"2010-12-16","11YR000000018725",10001102,3653016.97,7143,"Westerwald",1826.508485,3653,714306,"Rennerod"
"409","E31102010000000000002001749800001","ENERCON GmbH","E 53",800,"29.12.2011",7143252,"50,725391","7,802329",73,53,714302252,57629,"Kundert",800,"2011-12-29","11YR000000018725",10001102,1122621,7143,"Westerwald",1403.27625,1123,714302,"Hachenburg"
"410","E31102010000000000002001749800002","ENERCON GmbH","E 53",800,"29.12.2011",7143252,"50,725213","7,795547",73,53,714302252,57629,"Kundert",800,"2011-12-29","11YR000000018725",10001102,1122621,7143,"Westerwald",1403.27625,1123,714302,"Hachenburg"
"412","E31102010000000000002001763800002","ENERCON GmbH","E 53",800,"31.01.2012",7143203,"50,527725","7,873258",73.25,53,714308203,56244,"ArnshÃ¶fen",800,"2011-12-22","11YR000000018725",10001102,1075047.5,7143,"Westerwald",1343.809375,1075,714308,"Wallmerod"
"413","E31102010000000000002001862100001","Schütz GmbH & Co. KGaA","VT110",3200,"10.02.2013",7143268,"50,60975","7,75289",137.6,110,714302268,56271,"MÃ¼ndersbach",3200,"2013-02-10","11YR000000018725",10001102,6243281.33,7143,"Westerwald",1951.025415625,6243,714302,"Hachenburg"
"414","E31102010000000000002001862100002","Schütz GmbH & Co. KGaA","VT110",3200,"10.02.2014",7143268,"50,61311","7,75533",137.6,110,714302268,56271,"MÃ¼ndersbach",3200,"2014-02-10","11YR000000018725",10001102,6243281.33,7143,"Westerwald",1951.025415625,6243,714302,"Hachenburg"
"415","E31102010000000000002001862100003","Schütz GmbH & Co. KGaA","VT110",3200,"22.07.2014",7143268,"50,61376","7,74884",143.2,110,714302268,56271,"MÃ¼ndersbach",3200,"2014-07-22","11YR000000018725",10001102,6243281.33,7143,"Westerwald",1951.025415625,6243,714302,"Hachenburg"
"416","E31102010000000000002002788000001","Nordex Energy GmbH","N117",2400,"19.12.2014",7143293,"50,566649","7,940786",140.6,116.8,714309308,56457,"Westerburg",2400,"2014-12-19","11YR000000018725",10001102,6176677,7143,"Westerwald",2573.61541666667,6177,714309,"Westerburg"
"417","E31102010000000000002002788000002","Nordex Energy GmbH","N117",2400,"22.12.2014",7143293,"50,565065","7,935738",140.6,116.8,714309308,56457,"Westerburg",2400,"2014-12-22","11YR000000018725",10001102,6176677,7143,"Westerwald",2573.61541666667,6177,714309,"Westerburg"
"418","E31102010000000000002002788000003","Nordex Energy GmbH","N117",2400,"15.12.2014",7143293,"50,563011","7,941263",140.6,116.8,714309308,56457,"Westerburg-Gershasen",2400,"2014-12-15","11YR000000018725",10001102,6176677,7143,"Westerwald",2573.61541666667,6177,714309,"Westerburg"
"419","E31102010000000000002002810800001","Schütz GmbH & Co. KGaA","VT110",3200,"09.02.2015",7143241,"50,61924","7,76666",143.2,110,714302241,57629,"HÃ¶chstenbach",3200,"2015-02-09",NA,10001102,6494274,7143,"Westerwald",2029.460625,6494,714302,"Hachenburg"
"420","E31102010000000000002002810800002","Schütz GmbH & Co. KGaA","VT110",3200,"09.02.2015",7143241,"50,62186","7,76432",143.2,110,714302241,57629,"HÃ¶chstenbach",3200,"2015-02-09",NA,10001102,6494274,7143,"Westerwald",2029.460625,6494,714302,"Hachenburg"
"421","E31102010000000000002002810800003","Schütz GmbH & Co. KGaA","VT110",3200,"14.07.2015",7143241,"50,61936","7,75456",143.2,110,714302241,57629,"HÃ¶chstenbach",3200,"2015-07-14",NA,10001102,6494274,7143,"Westerwald",2029.460625,6494,714302,"Hachenburg"
"422","E31102010000000000002002810800004","Schütz GmbH & Co. KGaA","VT110",3200,"05.08.2015",7143241,"50,62193","7,75805",143.2,110,714302241,57629,"HÃ¶chstenbach",3200,"2015-08-05",NA,10001102,6494274,7143,"Westerwald",2029.460625,6494,714302,"Hachenburg"
"423","E31102010000000000002002810800005","Schütz GmbH & Co. KGaA","VT110",3200,"25.08.2015",7143268,"50,61653","7,75162",143.2,110,714302268,56271,"MÃ¼ndersbach",3200,"2015-08-25",NA,10001102,6494274,7143,"Westerwald",2029.460625,6494,714302,"Hachenburg"
"424","E31102010000000000002003074700001","ENERCON GmbH","E-92",2350,"15.12.2015",7143226,"50,519124","7,988923",138,92,714309226,56459,"Girkenroth",2350,"2015-12-04",NA,10001102,4082526,7143,"Westerwald",1737.24510638298,4083,714309,"Westerburg"
"425","E31102010000000000002003157600001","GE Wind Energy GmbH","GE 2.5-120, 2,53 MW, 139 m Nh",2530,"21.03.2016",7143242,"50,628907","8,008926",139,120,714309242,56462,"HÃ¶hn",2530,"2016-03-21",NA,10001102,6379431,7143,"Westerwald",2521.51422924901,6379,714309,"Westerburg"
"426","E31102010000000000002003157600002","GE Wind Energy GmbH","GE 2.5-120, 2,53 MW, 139 m Nh",2530,"15.03.2016",7143242,"50,628485","8,016412",139,120,714309242,56462,"HÃ¶hn",2530,"2016-03-15",NA,10001102,6379431.01,7143,"Westerwald",2521.51423320158,6379,714309,"Westerburg"
"427","E31102010000000000002003157600003","GE Wind Energy GmbH","GE 2.5-120, 2,53 MW, 139 m Nh",2530,"10.03.2016",7143242,"50,628856","8,001931",139,120,714309242,56462,"HÃ¶hn",2530,"2016-03-10",NA,10001102,6379431,7143,"Westerwald",2521.51422924901,6379,714309,"Westerburg"
"428","E31102010000000000002011142500001","ENERCON GmbH","E-115",3000,"24.11.2017",7143501,"50,536","7,895",149,115.7,714308501,56459,"Elbingen",3000,"2017-09-30",NA,10001102,7848226,7143,"Westerwald",2616.07533333333,7848,714308,"Wallmerod"
"429","E31102010000000000002011142500002","ENERCON GmbH","E-115",3000,"17.11.2017",7143501,"50,54","7,89",149,115.7,714308501,56459,"Elbingen",3000,"2017-11-17",NA,10001102,7848226,7143,"Westerwald",2616.07533333333,7848,714308,"Wallmerod"
"431","E31102010000000000002011282000001","GE Wind Energy GmbH","GE 3.2-130, 3,23 MW, 134 m Nh",3230,"27.03.2018",7143242,"50,625571","8,008841",134,130,714309242,56462,"HÃ¶hn",3230,"2018-03-27",NA,10001102,7176318,7143,"Westerwald",2221.77027863777,7176,714309,"Westerburg"
"432","E31102010000000000002011282000002","GE Wind Energy GmbH","GE 3.2-130, 3,23 MW, 134 m Nh",3230,"27.03.2018",7143242,"50,628856","8,001931",134,130,714309242,56462,"HÃ¶hn",3230,"2018-03-27",NA,10001102,7176318,7143,"Westerwald",2221.77027863777,7176,714309,"Westerburg"
"433","E311400100000000000W3TR0S00000552","Nordex SE","N-117",2400,"23.01.2020",7338016,"49,527819","8,30147",141,116.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","E31238001000001021200000017791804","Südwind Borsig Energy GmbH","S 70",1500,"01.04.2001",7233010,"50,059996","6,476662",85,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","E31238010000000000000000114699324","ENERCON GmbH","E-101",3050,"22.08.2014",7134019,"49,706402","7,412187",149,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","E31238010000000000000000251307557","ENERCON GmbH","E-92",2350,"30.09.2017",7134042,"49,602232","7,219564",138,92,713401075,55776,"Ruschberg",2350,"2017-09-30",NA,10003764,4611838,7134,"Birkenfeld",1962.48425531915,4612,713401,"Baumholder"
"437","E31238010000000000000000251370106","ENERCON GmbH","E-82 E2",2300,"30.07.2014",7134042,"49,597276","7,217835",138,82,713401075,55776,"Ruschberg",2300,"2014-07-30","11YR00000003039P",10003764,4230378,7134,"Birkenfeld",1839.2947826087,4230,713401,"Baumholder"
"438","E31238010000000000000000617332516","Vestas Deutschland GmbH","V90",2000,"07.08.2007",7140111,"49,573671","7,22213",105,90,714004145,55487,"Sohren",2000,"2007-08-07","11YR00000003039P",10003764,2963855,7140,"Rhein-Hundsrück",1481.9275,2964,714004,"Kirchberg (Hunsrück)"
"439","E31238010000000000000000617332517","Vestas Deutschland GmbH","V90",2000,"30.07.2007",7140111,"49,57379","7,215399",105,90,714004145,55487,"Sohren",2000,"2007-07-30","11YR00000003039P",10003764,2963855,7140,"Rhein-Hundsrück",1481.9275,2964,714004,"Kirchberg (Hunsrück)"
"440","E31238010000000000000000617339031","Vestas Deutschland GmbH","V90",2000,"09.08.2007",7140111,"49,573032","7,222754",105,90,714004145,55487,"Sohren",2000,"2007-08-09","11YR00000003039P",10003764,2963855,7140,"Rhein-Hundsrück",1481.9275,2964,714004,"Kirchberg (Hunsrück)"
"441","E31238010000000000000000832515818","Nordex Energy GmbH","N60",1300,"19.10.2000",7232024,"49,852829","6,535372",85,60,723507501,54298,"Welschbillig",1300,"2000-10-19","11YR00000003039P",10003764,1513216,7235,"Trier-Saarburg",1164.01230769231,1513,723507,"Trier-Land"
"442","E31238010000000000000000832518851","Nordex Energy GmbH","N60",1300,"11.10.2000",7232024,"49,850782","6,536796",85,60,723507501,54298,"Welschbillig",1300,"2000-10-11","11YR00000003039P",10003764,1495735,7235,"Trier-Saarburg",1150.56538461538,1496,723507,"Trier-Land"
"443","E31238010000000000000000832518852","Nordex Energy GmbH","N60",1300,"10.10.2000",7232024,"49,845009","6,540861",85,60,723507501,54298,"Welschbillig",1300,"2000-10-12","11YR00000003039P",10003764,1420579,7235,"Trier-Saarburg",1092.75307692308,1421,723507,"Trier-Land"
"444","E31238010000000000000000832518853","Nordex Energy GmbH","N60",1300,"19.10.2000",7232024,"49,842084","6,543303",85,60,723507501,54298,"Welschbillig",1300,"2001-01-17","11YR00000003039P",10003764,1487101,7235,"Trier-Saarburg",1143.92384615385,1487,723507,"Trier-Land"
"445","E31238010000000000000000832518854","Nordex Energy GmbH","N60",1300,"19.10.2000",7232024,"49,845155","6,534662",85,60,723507501,54298,"Welschbillig",1300,"2000-10-19","11YR00000003039P",10003764,1593567,7235,"Trier-Saarburg",1225.82076923077,1594,723507,"Trier-Land"
"446","E31238010000000000000000832518855","Nordex Energy GmbH","S70",1500,"21.12.2000",7232024,"49,844018","6,529491",85,70,723507501,54298,"Welschbillig",1500,"2000-12-27","11YR00000003039P",10003764,1711244,7235,"Trier-Saarburg",1140.82933333333,1711,723507,"Trier-Land"
"447","E31238010000000000000000832518856","Nordex Energy GmbH","S70",1500,"27.12.2000",7232024,"49,844816","6,520129",85,70,723507501,54298,"Welschbillig",1500,"2000-12-29","11YR00000003039P",10003764,1680107,7235,"Trier-Saarburg",1120.07133333333,1680,723507,"Trier-Land"
"448","E31238010000000000000000832518857","Nordex Energy GmbH","S70",1500,"29.12.2000",7232024,"49,843604","6,51176",85,70,723507501,54298,"Welschbillig",1500,"2000-12-21","11YR00000003039P",10003764,1797538,7235,"Trier-Saarburg",1198.35866666667,1798,723507,"Trier-Land"
"449","E31238010000000000000000832518858","Nordex Energy GmbH","S70",1500,"26.04.2001",7232024,"49,864775","6,555144",85,70,723507501,54298,"Welschbillig",1500,"2001-04-26","11YR00000003039P",10003764,1787767,7235,"Trier-Saarburg",1191.84466666667,1788,723507,"Trier-Land"
"450","E31238010000000000000000832518859","Nordex Energy GmbH","S70",1500,"24.04.2001",7232061,"49,868302","6,554489",85,70,723507501,54298,"Welschbillig",1500,"2001-04-26","11YR00000003039P",10003764,1566272,7235,"Trier-Saarburg",1044.18133333333,1566,723507,"Trier-Land"
"451","E31238010000000000000000832518861","Nordex Energy GmbH","S70",1500,"06.05.2001",7232024,"49,866087","6,54762",85,70,723507501,54298,"Welschbillig",1500,"2001-05-28","11YR00000003039P",10003764,1542925,7235,"Trier-Saarburg",1028.61666666667,1543,723507,"Trier-Land"
"452","E31238010000000000000000832518862","Nordex Energy GmbH","S70",1500,"31.05.2001",7232024,"49,872355","6,547329",85,70,723507501,54298,"Welschbillig",1500,"2001-05-06","11YR00000003039P",10003764,1805593,7235,"Trier-Saarburg",1203.72866666667,1806,723507,"Trier-Land"
"453","E31238010000000000000000832518863","Nordex Energy GmbH","S70",1500,"28.05.2001",7232024,"49,86939","6,550704",85,70,723507501,54298,"Welschbillig",1500,"2001-05-31","11YR00000003039P",10003764,1642587,7235,"Trier-Saarburg",1095.058,1643,723507,"Trier-Land"
"454","E31238010000000000000000832518864","Nordex Energy GmbH","S70",1500,"29.06.2002",7232024,"49,840868","6,528345",85,70,723507501,54298,"Welschbillig",1500,"2002-06-29","11YR00000003039P",10003764,1703338,7235,"Trier-Saarburg",1135.55866666667,1703,723507,"Trier-Land"
"455","E31238010000000000000000832518865","Nordex Energy GmbH","S70",1500,"03.06.2002",7232024,"49,836955","6,534599",85,70,723507501,54298,"Welschbillig",1500,"2002-06-03","11YR00000003039P",10003764,1529632,7235,"Trier-Saarburg",1019.75466666667,1530,723507,"Trier-Land"
"456","E31238010000000000000001100406639","Senvion Deutschland GmbH","3.4M104",3370,"06.05.2013",7134058,"49,694337","7,214744",128,104,713400045,55743,"Idar-Oberstein",3370,"2013-05-06","11YR00000003039P",10003764,4916706,7134,"Birkenfeld",1458.96320474777,4917,713400,"vfr Birkenfeld"
"457","E31238010000000000000001100472125","Senvion Deutschland GmbH","3.4M104",3370,"10.06.2013",7134058,"49,6959","7,211443",128,104,713400045,55743,"Idar-Oberstein",3370,"2013-06-10","11YR00000003039P",10003764,4916706,7134,"Birkenfeld",1458.96320474777,4917,713400,"vfr Birkenfeld"
"458","E31238010000000000000001100472126","Senvion Deutschland GmbH","3.4M104",3370,"27.05.2013",7134058,"49,694475","7,205905",128,104,713400045,55743,"Idar-Oberstein",3370,"2013-05-27","11YR00000003039P",10003764,4916706,7134,"Birkenfeld",1458.96320474777,4917,713400,"vfr Birkenfeld"
"459","E31238010000000000000001100472129","Senvion Deutschland GmbH","3.4M104",3370,"01.07.2013",7134058,"49,697265","7,203908",128,104,713400045,55743,"Idar-Oberstein",3370,"2013-07-01","11YR00000003039P",10003764,4916706,7134,"Birkenfeld",1458.96320474777,4917,713400,"vfr Birkenfeld"
"460","E31238010000000000000001100472130","Senvion Deutschland GmbH","3.4M104",3370,"12.06.2013",7134094,"49,699992","7,202756",128,104,713400045,55743,"Idar-Oberstein",3370,"2013-06-12","11YR00000003039P",10003764,4916706,7134,"Birkenfeld",1458.96320474777,4917,713400,"vfr Birkenfeld"
"461","E31238010000000000000001128806256","Vestas Deutschland GmbH","V112 3.0 Gridstreamer",3000,"29.12.2014",7134058,"49,676955","7,186357",119,112,713402031,55767,"Gollenberg",3000,"2014-12-29",NA,10003764,5252493,7134,"Birkenfeld",1750.831,5252,713402,"Birkefeld"
"465","E31238010000000000000001151176809","Nordex SE","N117",2400,"29.08.2015",7336050,"49,648055","7,488316",120,117,733608100,67746,"Unterjeckenbach",2400,"2015-08-29",NA,10003764,6057022,7336,"Kusel",2523.75916666667,6057,733608,"Lauterecken-Wolfstein"
"466","E31238010000000000000001151176810","Nordex SE","N117",2400,"17.09.2015",7336050,"49,646372","7,493034",120,117,733608100,67746,"Unterjeckenbach",2400,"2015-09-17",NA,10003764,6057022,7336,"Kusel",2523.75916666667,6057,733608,"Lauterecken-Wolfstein"
"467","E31238010000000000000001151176811","Nordex SE","N117",2400,"25.08.2015",7336050,"49,642359","7,492147",120,117,733608100,67746,"Unterjeckenbach",2400,"2015-08-25",NA,10003764,6057022,7336,"Kusel",2523.75916666667,6057,733608,"Lauterecken-Wolfstein"
"468","E31238010000000000000001171704502","ENERCON GmbH","E 101",3050,"10.12.2014",7134002,"49,627821","7,068706",135,101,713402010,55765,"Birkenfeld",3050,"2014-12-10","11YR00000003039P",10003764,5769180,7134,"Birkenfeld",1891.53442622951,5769,713402,"Birkefeld"
"469","E31238010000000000000001171796208","ENERCON GmbH","E 101",3050,"26.11.2014",7134002,"49,635112","7,063023",135,101,713402010,55765,"Birkenfeld",3050,"2014-11-26","11YR00000003039P",10003764,5769180,7134,"Birkenfeld",1891.53442622951,5769,713402,"Birkefeld"
"470","E31238010000000000000001171796209","ENERCON GmbH","E 101",3050,"07.12.2014",7134002,"49,635238","7,067844",135,101,713402010,55765,"Birkenfeld",3050,"2014-12-07","11YR00000003039P",10003764,5769180,7134,"Birkenfeld",1891.53442622951,5769,713402,"Birkefeld"
"471","E31238010000000000000001171796211","ENERCON GmbH","E 101",3050,"31.12.2014",7134002,"49,634587","7,072107",135,101,713402010,55765,"Birkenfeld",3050,"2014-12-31","11YR00000003039P",10003764,5769180,7134,"Birkenfeld",1891.53442622951,5769,713402,"Birkefeld"
"472","E31238010000000000000001172031041","ENERCON GmbH","E 92",2350,"16.12.2014",7134010,"49,628894","7,146748",138,92,713402010,55765,"Birkenfeld",2350,"2014-12-16","11YR00000003039P",10003764,1628,7134,"Birkenfeld",0.692765957446808,2,713402,"Birkefeld"
"473","E31238010000000000000001172096212","ENERCON GmbH","E 92",2350,"17.12.2014",7134010,"49,62612","7,14659",138,92,713402010,55765,"Birkenfeld",2350,"2014-12-17","11YR00000003039P",10003764,1628,7134,"Birkenfeld",0.692765957446808,2,713402,"Birkefeld"
"474","E31238010000000000000001172096213","ENERCON GmbH","E 92",2350,"19.12.2014",7134010,"49,624972","7,153543",138,92,713402010,55765,"Birkenfeld",2350,"2014-12-19","11YR00000003039P",10003764,1628,7134,"Birkenfeld",0.692765957446808,2,713402,"Birkefeld"
"476","E31238010000000000000001172292046","ENERCON GmbH","E 101",3050,"24.07.2014",7134053,"49,607316","7,08449",135,101,713402010,55765,"Birkenfeld",3050,"2014-07-24","11YR00000003039P",10003764,5690953,7134,"Birkenfeld",1865.8862295082,5691,713402,"Birkefeld"
"477","E31238010000000000000001172292048","ENERCON GmbH","E 101",3050,"15.07.2014",7134053,"49,615259","7,081397",135,101,713402010,55765,"Birkenfeld",3050,"2014-07-15","11YR00000003039P",10003764,5690953,7134,"Birkenfeld",1865.8862295082,5691,713402,"Birkefeld"
